duration,packet_count,service,protocol_type,bytes_sent,bytes_received,total_bytes,avg_packet_size,source_ip,destination_ip,service_port,flag,timestamp,packet_loss,attack
249,3296,ssh,udp,7607,18812,26419,8.015473300970873,248.230.101.247,109.139.100.184,17837,FIN,1735505942,0.05723140879000648,0
199,1831,ftp,tcp,19116,8130,27246,14.880393227744403,170.249.173.139,254.39.203.83,43724,ACK,1735505942,0.09759339998078692,0
164,4322,http,udp,11157,9140,20297,4.696205460434983,34.143.25.229,129.38.125.182,28602,ACK,1735505942,0.050101650689079846,0
241,3390,ftp,udp,18858,17057,35915,10.594395280235988,237.92.224.43,202.163.47.186,64268,ACK,1735505942,0.07801774485064077,0
128,485,http,udp,13995,6804,20799,42.88453608247423,95.198.211.202,150.232.19.86,15354,RST,1735505942,0.07384288764512807,0
80,2398,ssh,tcp,9456,18349,27805,11.595079232693912,234.203.154.98,82.114.169.147,42198,FIN,1735505942,0.08446490607804294,0
112,4694,ftp,tcp,18786,11372,30158,6.424797613975287,137.166.36.192,221.189.212.255,35620,ACK,1735505942,0.022732379422385818,0
52,1832,http,udp,8913,5337,14250,7.778384279475983,107.114.226.114,78.129.94.2,18904,URG,1735505942,0.04526637871231235,0
292,2161,http,tcp,14991,14809,29800,13.789912077741786,28.163.207.230,139.88.223.2,8438,ACK,1735505942,0.010446245458440606,0
142,4118,ssh,tcp,8032,17922,25954,6.302574065080136,49.168.228.195,53.167.131.6,8955,URG,1735505942,0.0694387493478753,0
481,2836,ssh,tcp,17012,8231,25243,8.900916784203103,167.110.6.117,14.3.179.26,10602,RST,1735505942,0.020332053970672306,0
472,1830,ftp,tcp,11324,10060,21384,11.685245901639345,207.115.56.226,208.11.191.39,9623,URG,1735505942,0.036470612438352305,0
165,1586,ftp,tcp,8529,13028,21557,13.592055485498108,69.94.133.164,21.146.15.202,16106,ACK,1735505942,0.06781842602245154,0
389,3737,http,udp,11849,6930,18779,5.025153866738025,34.253.39.105,55.151.78.196,29150,RST,1735505942,0.09757175399589216,0
178,1941,ftp,udp,7562,13899,21461,11.05667181865018,237.43.199.107,10.236.235.169,24303,SYN,1735505942,0.08346686991540392,0
446,418,http,tcp,16127,17205,33332,79.74162679425838,195.206.116.155,138.101.101.212,48259,URG,1735505942,0.03581715928598649,0
240,2651,ftp,tcp,9636,10699,20335,7.670690305545078,136.108.246.134,130.89.179.197,4463,ACK,1735505942,0.03980748380093572,0
369,2441,ftp,tcp,9622,10642,20264,8.301515772224498,242.202.11.195,161.202.126.110,15366,URG,1735505942,0.005347491773510949,0
483,4081,ssh,tcp,10382,10954,21336,5.2281303602058316,213.72.235.22,68.99.105.133,24803,ACK,1735505942,0.04734091413221586,0
419,325,ftp,tcp,13621,8586,22207,68.32923076923078,74.149.155.208,70.148.25.235,23158,URG,1735505942,0.008799435209039442,0
199,1187,ssh,udp,19419,6259,25678,21.63268744734625,18.248.114.210,107.31.67.229,51779,SYN,1735505942,0.05721883244702101,0
469,4465,ssh,udp,8337,15967,24304,5.443225083986563,154.53.37.165,123.88.114.66,9606,RST,1735505942,0.06922193015561696,0
248,1600,ftp,tcp,5168,5794,10962,6.85125,54.218.226.207,250.185.213.104,12892,ACK,1735505942,0.08062059900891344,0
333,4862,ftp,tcp,11131,16121,27252,5.60510078157137,230.68.48.74,20.58.190.88,52619,ACK,1735505942,0.025484257892372852,0
275,670,ssh,udp,5733,19920,25653,38.288059701492536,47.176.220.248,213.117.182.83,59223,SYN,1735505942,0.09846703272030224,0
74,3802,http,udp,5282,6718,12000,3.156233561283535,131.185.241.106,156.180.103.69,55567,FIN,1735505942,0.03006521217045065,0
374,4593,ftp,tcp,5125,17986,23111,5.031787502721532,96.96.2.76,18.149.251.150,20148,URG,1735505942,0.09446191036803786,0
55,610,http,udp,15756,11507,27263,44.69344262295082,72.18.185.114,12.53.183.21,26198,RST,1735505942,0.011381090667809058,0
64,1577,http,udp,11157,17305,28462,18.048192771084338,120.109.223.81,165.6.63.17,7048,ACK,1735505942,0.06605322993382631,0
162,435,ftp,udp,19891,17413,37304,85.75632183908046,8.32.52.124,118.10.199.255,46764,FIN,1735505942,0.09930341469819028,0
269,965,http,tcp,11433,19800,31233,32.365803108808294,99.40.192.204,217.135.127.234,15749,FIN,1735505942,0.019449255013748293,0
464,1186,ftp,tcp,18632,10578,29210,24.62900505902192,220.220.151.154,231.131.163.22,58638,RST,1735505942,0.044941244149256834,0
493,457,http,tcp,9072,5634,14706,32.179431072210065,202.180.47.83,220.210.175.154,33572,RST,1735505942,0.04860229539811098,0
230,2162,ssh,tcp,8722,14959,23681,10.953283996299723,66.5.108.80,111.20.122.231,31999,SYN,1735505942,0.08009475320924314,0
209,3262,ftp,tcp,16380,6099,22479,6.891171060698958,84.189.85.241,77.184.214.132,60085,SYN,1735505942,0.06668554084843413,0
128,3783,ftp,udp,7414,8936,16350,4.3219666931007135,175.64.10.14,55.178.188.21,17672,SYN,1735505942,0.006847348113118346,0
324,4181,ftp,tcp,18195,11510,29705,7.104759626883521,29.44.167.191,1.116.22.56,4488,FIN,1735505942,0.0013880335638291053,0
102,2279,http,udp,12645,18395,31040,13.62000877577885,57.166.129.210,214.179.101.113,59421,ACK,1735505942,0.013043768532021983,0
260,999,http,tcp,13496,18859,32355,32.387387387387385,121.232.255.39,175.112.157.57,18725,SYN,1735505942,0.09762610918417465,0
482,917,ssh,tcp,9546,6510,16056,17.5092693565976,24.186.112.53,103.143.114.240,33500,FIN,1735505942,0.039031645607073555,0
243,1156,http,tcp,10408,9610,20018,17.31660899653979,250.117.211.1,218.125.81.173,64119,ACK,1735505942,0.05249195475298838,0
87,2258,ssh,tcp,12536,7827,20363,9.018157661647475,16.250.5.243,173.151.156.39,6180,URG,1735505942,0.07816790908820286,0
281,2819,http,udp,19468,13081,32549,11.546293011706279,12.83.89.144,50.89.62.42,16539,URG,1735505942,0.08809394337732024,0
233,3738,ftp,udp,7198,7834,15032,4.021401819154629,222.81.104.166,74.100.165.90,37618,RST,1735505942,0.09143799825550634,0
73,2157,http,udp,8242,13580,21822,10.11682892906815,150.92.232.83,35.86.32.220,48101,FIN,1735505942,0.05050334184097284,0
446,1862,http,tcp,13024,19415,32439,17.42158968850698,237.237.164.38,15.8.16.138,53950,SYN,1735505942,0.014627683706391793,0
434,3243,ssh,tcp,5349,8894,14243,4.391921060746222,193.123.167.75,16.150.16.90,30868,FIN,1735505942,0.05331376701995716,0
141,1544,http,udp,14244,13733,27977,18.11981865284974,22.70.248.172,105.252.134.67,34524,FIN,1735505942,0.07739944998434298,0
389,681,ssh,udp,10964,18573,29537,43.372980910425845,102.240.133.125,49.92.35.25,57618,ACK,1735505942,0.0903814541849857,0
289,3217,ssh,udp,15358,12949,28307,8.799191793596519,165.8.203.219,252.196.67.88,42143,RST,1735505942,0.07902470801128446,0
80,1968,ftp,tcp,6720,16456,23176,11.776422764227643,156.217.213.9,166.85.244.79,3284,ACK,1735505942,0.07308581603312156,0
311,4853,ftp,udp,7601,15496,23097,4.759324129404492,8.41.56.83,182.115.93.181,10647,SYN,1735505942,0.07024650449383664,0
78,3819,ftp,tcp,11408,6995,18403,4.818800733176224,129.115.106.104,65.187.105.127,40600,URG,1735505942,0.030282562896729384,0
240,832,ssh,tcp,5404,16958,22362,26.877403846153847,172.232.5.108,83.226.129.16,34812,URG,1735505942,0.029648175402811495,0
245,2133,ftp,udp,16409,14072,30481,14.290201593999063,217.112.133.196,116.251.78.230,52548,ACK,1735505942,0.03182351654441325,0
376,1514,http,udp,6989,18731,25720,16.988110964332893,176.212.77.35,234.156.154.8,17756,RST,1735505942,0.0014473699777530992,0
134,309,http,tcp,18337,9647,27984,90.5631067961165,29.160.249.247,141.244.25.112,13989,ACK,1735505942,0.05584925182751965,0
327,2972,ssh,tcp,15209,18684,33893,11.404104979811574,17.88.213.0,62.88.22.44,4067,RST,1735505942,0.09723837196181567,0
255,2619,ssh,tcp,18432,15317,33749,12.886216113020236,186.42.149.4,113.206.132.86,7922,SYN,1735505942,0.007549079572256945,0
251,2454,http,udp,15331,7759,23090,9.409127954360228,227.85.148.188,85.116.21.29,49578,FIN,1735505942,0.011285576935000742,0
191,4200,ssh,tcp,18256,5379,23635,5.627380952380952,235.108.65.17,145.59.87.127,47262,URG,1735505942,0.07948418414689135,0
174,575,ftp,tcp,10308,14782,25090,43.63478260869565,165.201.203.235,69.84.137.39,59438,URG,1735505942,0.08502206062164412,0
432,729,ftp,udp,8960,15743,24703,33.88614540466392,173.36.20.58,9.72.205.53,18461,ACK,1735505942,0.06389221108833984,0
299,2917,ssh,udp,14501,6978,21479,7.363387041480974,83.240.94.152,240.131.169.14,25397,RST,1735505942,0.048289206856894876,0
441,2969,ssh,udp,19232,7456,26688,8.988885146513978,133.64.166.71,73.132.75.184,25229,URG,1735505942,0.08056868749230234,0
380,3026,ftp,udp,5830,12667,18497,6.112690019828156,197.41.17.71,39.246.51.71,14970,URG,1735505942,0.038542735463041114,0
483,4338,ssh,tcp,7311,5152,12463,2.8729829414476717,235.194.4.247,110.148.197.3,2443,RST,1735505942,0.01676822653298863,0
439,3552,ssh,udp,14424,5809,20233,5.6962274774774775,167.236.253.243,254.88.222.112,56457,SYN,1735505942,0.016056578367215135,0
83,3568,ssh,udp,18756,19531,38287,10.730661434977579,155.163.60.18,68.50.34.26,22687,ACK,1735505942,0.03813639132220821,0
211,4146,ftp,udp,12252,16758,29010,6.997105643994211,144.25.42.101,203.85.108.184,41277,FIN,1735505942,0.053637231076418324,0
339,1098,ssh,tcp,13792,19681,33473,30.485428051001822,172.228.240.193,255.244.188.133,59141,SYN,1735505942,0.04793863444936724,0
417,932,ssh,tcp,10719,18228,28947,31.05901287553648,152.143.207.243,36.253.180.30,45552,RST,1735505942,0.023266420706837633,0
171,3741,ftp,udp,8124,9363,17487,4.674418604651163,17.210.4.26,162.126.37.247,22210,FIN,1735505942,0.017861217406108198,0
147,2865,http,tcp,13845,13683,27528,9.608376963350786,96.30.246.197,15.40.183.172,50382,ACK,1735505942,0.03718762465060216,0
283,2652,http,udp,14120,10954,25074,9.45475113122172,235.201.231.173,81.215.224.195,17705,URG,1735505942,0.034090112581349995,0
264,2536,http,tcp,6252,13264,19516,7.695583596214511,29.83.41.174,210.244.142.75,41046,ACK,1735505942,0.07645090352408733,0
356,3484,ssh,udp,19270,18462,37732,10.8300803673938,60.103.218.213,39.140.245.14,21368,FIN,1735505942,0.032445430750582226,0
302,2919,http,udp,5409,17211,22620,7.749229188078109,103.232.157.31,224.211.64.243,5163,SYN,1735505942,0.07365350152371342,0
310,654,ssh,udp,14420,17594,32014,48.95107033639144,175.189.221.45,70.211.117.133,38586,SYN,1735505942,0.06423451825096545,0
476,4847,ssh,tcp,19227,6714,25941,5.351970290901589,243.44.84.187,0.127.182.219,24770,RST,1735505942,0.0491652981520071,0
148,3262,ssh,tcp,12120,10842,22962,7.039239730226854,56.181.176.84,161.210.23.79,63353,SYN,1735505942,0.03800628536347046,0
314,4466,ftp,udp,16564,13985,30549,6.840349305866547,220.45.135.86,61.208.137.191,29154,FIN,1735505942,0.06710307419662159,0
239,3086,http,tcp,14271,16872,31143,10.091704471808166,104.68.98.39,33.225.178.139,20008,URG,1735505942,0.06131098092100326,0
363,3975,ftp,tcp,6368,8850,15218,3.828427672955975,127.137.158.141,174.207.14.125,8846,URG,1735505942,0.09962740704918858,0
231,3721,http,tcp,10270,6627,16897,4.540983606557377,189.180.188.221,72.32.152.188,7100,SYN,1735505942,0.034463537213097216,0
459,719,ssh,udp,15431,17907,33338,46.36717663421419,71.49.202.14,46.160.166.63,35433,RST,1735505942,0.006957049133545246,0
244,2050,ssh,tcp,5649,6641,12290,5.995121951219512,110.141.158.50,212.5.153.140,56668,FIN,1735505942,0.0224433424607414,0
359,1139,http,tcp,15778,9532,25310,22.22124670763828,23.194.244.206,31.11.193.100,30055,RST,1735505942,0.06449367622868951,0
232,2798,http,udp,10131,11141,21272,7.602573266619014,110.236.195.224,196.106.24.177,51321,URG,1735505942,0.006660702145675735,0
286,105,http,tcp,11293,10231,21524,204.9904761904762,93.149.166.86,68.108.236.163,9475,SYN,1735505942,0.030282300010067834,0
444,1792,ftp,tcp,17706,11075,28781,16.060825892857142,163.88.173.150,56.212.236.59,17258,ACK,1735505942,0.0014627932554351353,0
164,2012,ftp,tcp,17097,14846,31943,15.87624254473161,242.216.33.51,157.151.221.233,64209,ACK,1735505942,0.03839561971196889,0
378,3599,http,tcp,11408,17806,29214,8.117254792998056,226.107.13.224,137.121.205.149,50611,ACK,1735505942,0.0908884989319036,0
394,4630,ssh,tcp,18397,5662,24059,5.196328293736501,212.115.129.147,137.6.158.212,35991,FIN,1735505942,0.07831854897025908,0
354,1609,ssh,tcp,19606,14167,33773,20.99005593536358,176.237.46.30,135.225.254.249,65456,SYN,1735505942,0.06449959167899975,0
159,3449,ssh,tcp,13391,12462,25853,7.4957958828645985,202.35.105.179,49.219.200.175,60452,FIN,1735505942,0.015303660231993754,0
53,2714,http,tcp,5409,19546,24955,9.194915254237289,164.122.41.141,91.159.109.40,35386,FIN,1735505942,0.058210921225825246,0
84,2216,ssh,tcp,7545,8822,16367,7.3858303249097474,206.167.227.176,6.8.173.180,58138,SYN,1735505942,0.08235409886336044,0
437,761,http,tcp,9632,12042,21674,28.480946123521683,56.74.88.68,121.101.86.175,11116,FIN,1735505942,0.04499001880398795,0
86,2038,http,udp,12764,16694,29458,14.454367026496564,201.18.80.103,110.11.129.254,26903,URG,1735505942,0.07909532021110663,0
346,4238,ftp,udp,18536,19395,37931,8.950212364322795,72.119.218.20,52.247.253.39,31983,ACK,1735505942,0.017139410746069283,0
147,1128,http,tcp,8586,12784,21370,18.94503546099291,61.108.1.138,65.179.151.169,7872,SYN,1735505942,0.015516638249098748,0
109,2380,ssh,tcp,9643,9036,18679,7.848319327731092,66.55.139.189,235.4.180.225,34382,ACK,1735505942,0.03905431813069376,0
90,1409,ssh,udp,18244,5778,24022,17.048970901348476,161.188.140.159,3.82.219.72,45476,URG,1735505942,0.0857130004257578,0
350,1675,ftp,tcp,7036,11433,18469,11.026268656716418,95.45.221.87,203.239.34.12,49884,SYN,1735505942,0.03493393192565395,0
496,2989,ssh,tcp,8818,7791,16609,5.556707929073268,109.75.27.102,182.114.47.210,24821,FIN,1735505942,0.03707335003570527,0
429,3421,http,udp,12879,18295,31174,9.112540192926046,55.173.227.102,6.100.255.172,9338,ACK,1735505942,0.057809568519123646,0
445,3924,ftp,udp,19232,17307,36539,9.311671763506626,236.235.116.131,86.44.191.243,24614,RST,1735505942,0.07059655571648403,0
210,3517,ftp,udp,9699,9378,19077,5.424225191924936,36.243.10.167,223.181.89.213,13663,FIN,1735505942,0.014046980427980783,0
66,745,ftp,udp,18790,15350,34140,45.8255033557047,6.96.155.46,72.42.43.239,46639,URG,1735505942,0.05898762680710556,0
129,4259,http,udp,9189,12224,21413,5.027706034280348,81.233.61.254,104.211.79.95,16276,URG,1735505942,0.0219681346191989,0
264,2445,ftp,tcp,17335,16971,34306,14.031083844580778,250.83.173.60,195.99.169.123,20997,RST,1735505942,0.04932367231908222,0
61,1670,ftp,udp,7052,8510,15562,9.318562874251498,93.58.94.148,101.176.97.189,36781,SYN,1735505942,0.07048566232482276,0
217,4220,http,udp,9415,6037,15452,3.661611374407583,217.143.143.24,161.224.28.193,52951,FIN,1735505942,0.02799833580290221,0
319,3368,ftp,tcp,16356,6293,22649,6.7247624703087885,57.140.119.168,200.167.191.203,9256,ACK,1735505942,0.06137444434581011,0
461,887,ssh,udp,7458,10777,18235,20.558060879368657,222.92.199.236,178.233.219.194,22360,SYN,1735505942,0.08474048066858492,0
145,984,http,udp,10015,18472,28487,28.95020325203252,250.29.139.106,191.55.107.11,35454,RST,1735505942,0.013496959216066041,0
409,548,http,tcp,17713,18893,36606,66.7992700729927,128.4.14.24,184.243.171.106,12615,SYN,1735505942,0.03394271715804246,0
378,2572,ssh,tcp,12355,8767,21122,8.212286158631414,65.90.124.162,229.87.5.255,61576,ACK,1735505942,0.0898469582355921,0
418,992,ssh,tcp,18111,16605,34716,34.99596774193548,232.212.146.82,76.80.136.47,49879,RST,1735505942,0.01448890668356041,0
245,2723,ssh,tcp,14028,5478,19506,7.163422695556371,146.113.212.13,227.133.108.150,59191,URG,1735505942,0.054318453239969956,0
96,316,ssh,udp,5022,7295,12317,38.97784810126582,127.184.166.52,7.118.16.35,63047,FIN,1735505942,0.0413054959393267,0
302,1204,ftp,udp,6340,15003,21343,17.726744186046513,36.28.52.221,78.123.253.59,61904,ACK,1735505942,0.0793759493410326,0
233,4704,ssh,tcp,14767,19067,33834,7.192602040816326,94.243.0.158,50.193.32.190,13330,SYN,1735505942,0.019610494731788965,0
414,2596,http,tcp,16410,17394,33804,13.021571648690292,152.190.1.77,183.165.116.55,22677,FIN,1735505942,0.04827637758877806,0
404,1455,ftp,udp,10804,11575,22379,15.380756013745705,195.173.44.82,180.223.39.184,12838,RST,1735505942,0.09551297768415035,0
179,2372,ftp,tcp,11540,8878,20418,8.607925801011804,221.111.246.173,157.183.196.88,57169,SYN,1735505942,0.0629165093469621,0
481,3513,ssh,udp,5416,6880,12296,3.5001423284941646,50.200.27.69,213.66.174.69,60096,SYN,1735505942,0.06413668047423772,0
466,1035,http,tcp,12203,10383,22586,21.822222222222223,112.51.71.236,225.152.137.81,26703,RST,1735505942,0.03005403073363946,0
289,3862,ftp,tcp,16258,15612,31870,8.252200932159504,39.3.207.5,67.218.154.60,19740,FIN,1735505942,0.056126651666723794,0
170,965,ftp,tcp,11652,15080,26732,27.701554404145078,13.91.99.68,95.156.114.166,1848,RST,1735505942,0.0694274537116168,0
437,3954,ssh,udp,13673,14973,28646,7.244815376833587,216.205.22.155,124.231.255.219,51285,URG,1735505942,0.047399613463205516,0
158,2991,http,tcp,8410,10467,18877,6.311267134737546,221.121.238.24,140.233.23.4,3909,FIN,1735505942,0.09357725344380688,0
319,2014,ssh,udp,10790,17123,27913,13.85948361469712,23.144.92.184,215.38.119.117,57635,URG,1735505942,0.06214790926107808,0
460,2271,ssh,udp,16845,9835,26680,11.748128577719067,195.5.233.106,199.116.140.164,64414,SYN,1735505942,0.06578360728377945,0
283,4619,ftp,tcp,16113,17371,33484,7.249188135960164,230.41.116.134,111.49.97.252,19304,ACK,1735505942,0.09853183759722128,0
322,867,ftp,tcp,8626,6149,14775,17.041522491349482,62.56.81.228,60.132.138.50,57636,URG,1735505942,0.0451452483008457,0
329,184,ftp,udp,6027,11571,17598,95.6413043478261,24.8.80.195,147.137.215.177,15611,RST,1735505942,0.09459006112320004,0
425,1960,ftp,tcp,18263,12371,30634,15.629591836734694,39.55.214.56,251.180.160.93,65273,SYN,1735505942,0.04530507841690005,0
478,1486,ftp,tcp,5145,11100,16245,10.932032301480485,153.94.13.251,253.95.112.170,11139,URG,1735505942,0.0014908519220064422,0
181,2841,ssh,tcp,18777,11563,30340,10.679338261175642,120.27.68.181,144.44.100.104,59451,SYN,1735505942,0.06798507243341287,0
359,2183,http,tcp,15705,7666,23371,10.705909299129639,250.232.87.232,230.229.221.15,39930,URG,1735505942,0.06196214126065817,0
323,1847,ftp,udp,11062,9978,21040,11.39144558743909,163.98.215.72,20.123.90.210,11728,SYN,1735505942,0.08456572255986548,0
319,3095,http,tcp,6945,12779,19724,6.372859450726979,18.104.7.104,38.185.38.155,42018,FIN,1735505942,0.037143882818088496,0
335,3141,ftp,udp,13457,14758,28215,8.982808022922637,190.47.40.140,23.180.152.242,27354,RST,1735505942,0.06585557345821223,0
150,3982,http,tcp,13909,18739,32648,8.19889502762431,71.57.239.59,17.66.6.95,49540,RST,1735505942,0.07472881342510355,0
105,3447,ftp,tcp,15710,11174,26884,7.79924572091674,109.29.248.10,86.14.18.25,20139,SYN,1735505942,0.09976086903319996,0
407,2358,ssh,tcp,14648,9643,24291,10.301526717557252,251.134.118.101,133.177.219.248,6405,SYN,1735505942,0.05224167773676261,0
369,4800,ftp,tcp,19624,12340,31964,6.659166666666667,154.222.70.58,23.247.195.189,13151,ACK,1735505942,0.019321449680535244,0
477,4483,ftp,tcp,13185,12396,25581,5.706223511041713,25.134.82.108,82.0.247.231,46828,URG,1735505942,0.0939765474688734,0
432,4410,ssh,udp,15729,9784,25513,5.785260770975056,106.247.212.218,126.106.146.46,48510,RST,1735505942,0.07721093810571521,0
454,1727,http,udp,7427,6125,13552,7.8471337579617835,220.217.230.1,144.253.140.64,40420,ACK,1735505942,0.03840173130805746,0
227,4617,ftp,udp,13921,11448,25369,5.49469352393329,179.170.201.111,8.113.86.179,57098,ACK,1735505942,0.08783665411320314,0
454,443,ssh,udp,5398,6070,11468,25.887133182844245,137.99.179.237,11.158.154.34,36542,ACK,1735505942,0.059127374308136076,0
307,1016,http,tcp,14452,10094,24546,24.159448818897637,176.202.16.191,73.120.167.203,60922,FIN,1735505942,0.040372141999798876,0
302,3355,ftp,tcp,15199,10414,25613,7.634277198211625,208.210.235.185,241.214.67.206,59106,ACK,1735505942,0.028227440897695688,0
191,2307,http,tcp,10215,16463,26678,11.563935847420893,107.252.9.227,125.49.216.0,49044,SYN,1735505942,0.017425869644393455,0
317,2860,ssh,udp,6445,9087,15532,5.430769230769231,184.180.210.148,151.237.123.190,12651,RST,1735505942,0.07507063534344943,0
388,4247,http,udp,11792,17119,28911,6.807393454202967,206.0.253.144,98.68.210.167,23382,FIN,1735505942,0.04552656804959283,0
259,3382,ssh,tcp,13584,6833,20417,6.036960378474276,100.155.229.128,60.112.84.243,7252,ACK,1735505942,0.07183035446480987,0
485,470,ssh,udp,10485,11880,22365,47.58510638297872,129.88.181.194,128.107.122.57,56900,URG,1735505942,0.006247177659124148,0
129,4100,http,udp,10445,6404,16849,4.109512195121951,232.6.222.203,149.54.164.47,53281,SYN,1735505942,0.06985845115398624,0
394,2769,http,udp,11242,14351,25593,9.242686890574214,134.216.74.23,216.12.126.18,28339,SYN,1735505942,0.08297585918821324,0
105,526,ssh,udp,12320,19565,31885,60.61787072243346,209.255.149.181,180.124.191.161,2211,FIN,1735505942,0.08567745185669473,0
183,986,ssh,tcp,6596,8432,15028,15.241379310344827,147.89.83.135,158.223.40.70,41178,URG,1735505942,0.07619047247568633,0
153,2649,http,udp,16969,17719,34688,13.094752736881842,187.63.93.217,249.247.210.164,15269,RST,1735505942,0.06491834653067965,0
164,2462,ftp,tcp,11498,6396,17894,7.268074735987002,194.118.35.203,46.204.193.66,31875,ACK,1735505942,0.03418225395576672,0
481,1203,http,udp,12393,18591,30984,25.75561097256858,160.191.111.184,17.69.44.63,46767,FIN,1735505942,0.0896861134773943,0
172,3335,ftp,tcp,6794,11788,18582,5.571814092953523,145.30.54.166,243.77.10.218,27987,SYN,1735505942,0.010365648187055154,0
391,4302,ssh,tcp,13697,14624,28321,6.583217108321711,112.113.194.54,248.66.62.94,49050,SYN,1735505942,0.01292758308172768,0
57,4086,ftp,udp,6821,11550,18371,4.496084189916789,118.130.7.54,52.55.161.37,30484,SYN,1735505942,0.08059145459376812,0
130,4708,http,udp,17994,12507,30501,6.478547153780799,75.245.59.92,254.65.119.46,55191,SYN,1735505942,0.02344071049211155,0
291,864,http,udp,19558,6689,26247,30.37847222222222,251.129.83.249,250.84.88.124,48320,FIN,1735505942,0.07226164139932947,0
431,3181,http,tcp,15803,12942,28745,9.036466519962277,153.95.190.209,44.197.80.231,7660,RST,1735505942,0.009771238174940178,0
479,3342,ssh,udp,14308,14066,28374,8.490125673249551,179.133.196.175,156.167.81.209,23738,SYN,1735505942,0.06640661188748348,0
315,649,http,tcp,19514,18004,37518,57.80893682588598,202.72.154.142,239.151.173.209,27059,ACK,1735505942,0.0054240289814770585,0
485,2174,ssh,udp,19172,13645,32817,15.095216191352346,123.12.124.111,169.247.94.26,51847,FIN,1735505942,0.0495767174915592,0
209,992,ssh,udp,5814,14948,20762,20.929435483870968,244.68.20.143,94.107.210.139,64692,FIN,1735505942,0.013974699204002695,0
255,721,http,udp,17478,16420,33898,47.01525658807212,81.208.24.164,136.49.173.77,52253,URG,1735505942,0.03757342016637149,0
285,2139,ssh,tcp,18210,15591,33801,15.802244039270688,68.101.21.49,99.30.76.68,60707,FIN,1735505942,0.06388294196565285,0
103,4555,ftp,udp,19466,18087,37553,8.244346871569704,105.2.183.17,108.171.30.130,55490,FIN,1735505942,0.0722321889893378,0
361,4494,http,udp,11829,10973,22802,5.073876279483756,119.196.2.53,226.123.150.220,52544,URG,1735505942,0.012773570442840177,0
464,3955,ftp,tcp,17746,10773,28519,7.21087231352718,24.218.176.46,244.3.34.61,25879,RST,1735505942,0.08054842170805182,0
61,1807,http,udp,7753,6962,14715,8.14333148865523,147.147.174.102,99.109.91.187,35475,ACK,1735505942,0.0029432534508432753,0
365,1018,ssh,tcp,7410,6047,13457,13.219056974459725,43.52.228.251,138.238.60.166,41958,SYN,1735505942,0.029586864424291127,0
201,3442,http,tcp,14473,17533,32006,9.298663567693202,47.29.237.140,155.165.9.219,21181,SYN,1735505942,0.060303820376335894,0
406,3041,ftp,udp,12897,14688,27585,9.071029266688589,175.40.226.106,178.58.234.80,28845,RST,1735505942,0.08436443093232018,0
418,4670,ftp,udp,7384,11785,19169,4.104710920770878,16.240.176.135,33.181.196.131,64967,ACK,1735505942,0.05405547909666097,0
